Type,Comparison,Statistic
Numericvs.Numeric,In1Ghrelinexp-Arexp,0.159045255073507
Numericvs.Numeric,RBM22-sst5TMD4exp,0.158194617323383
Numericvs.Numeric,snRNP200-GleasonScore,0.157663095472274
Numericvs.Numeric,SRRM4-SF3B1,0.153736960377071
Numericvs.Numeric,RBM3-U4ATAC,0.153604440405674
Numericvs.Numeric,SRRM4-RNU11,0.153438787098429
Numericvs.Numeric,MAGOH-GleasonScore,0.148562758210387
Numericvs.Numeric,SF3B1tv1-Age,0.147639654854469
Numericvs.Numeric,MAGOH-RNU12,0.144271141195422
Numericvs.Numeric,SRRM1-U2AF2,0.140719979963679
Numericvs.Numeric,SRSF6-PSA,0.140385845778877
Numericvs.Numeric,KHDRSB1-PSAexp,0.140346729266197
Numericvs.Numeric,RNU12-snRNP200,0.139402228109324
Numericvs.Numeric,PRPF8-SRRM1,0.137837408463232
Numericvs.Numeric,NOVA1-RAVER1,0.136799550560823
Numericvs.Numeric,PRPF8-PSAexp,0.134832906826821
Numericvs.Numeric,KHDRSB1-GleasonScore,0.134352950844771
Numericvs.Numeric,PRPF8-SF3B1tv1,0.133856295687844
Numericvs.Numeric,PRPF40A-GleasonScore,0.133684360425369
Numericvs.Numeric,SRRM1-RNU12,0.128192731323189
Numericvs.Numeric,KHDRSB1-In1Ghrelinexp,0.124601514410108
Numericvs.Numeric,RBM3-GleasonScore,0.12340042605456
Numericvs.Numeric,SRSF3-sst5TMD4exp,0.122061519738538
Numericvs.Numeric,PRPF40A-SF3B1,0.121360206747685
Numericvs.Numeric,PRPF8-RNU12,0.116874074306169
Numericvs.Numeric,SRRM4-RBM22,0.11439365290242
Numericvs.Numeric,Age-PSAexp,0.110931788192002
Numericvs.Numeric,RBM3-U2AF2,0.108892357884647
Numericvs.Numeric,PRPF40A-KHDRSB1,0.107765721521763
Numericvs.Numeric,PRPF40A-RNU12,0.107568655831457
Numericvs.Numeric,RAVER1-SRRM1,0.104958121463674
Numericvs.Numeric,BMI-GleasonScore,0.104184424517096
Numericvs.Numeric,SRSF3-snRNP200,0.104124779572545
Numericvs.Numeric,PRPF8-RBM22,0.101817896599766
Numericvs.Numeric,RBM3-sst5TMD4exp,0.100060913345227
Numericvs.Numeric,MAGOH-NOVA1,0.0994602474028016
Numericvs.Numeric,RAVER1-sst5TMD4exp,0.0992860512938049
Numericvs.Numeric,RNU11-PSAexp,0.0967694627079189
Numericvs.Numeric,PSA-In1Ghrelinexp,0.0964636047626441
Numericvs.Numeric,snRNP200-PSAexp,0.0959437527843207
Numericvs.Numeric,NOVA1-snRNP200,0.093863725246467
Numericvs.Numeric,KHDRSB1-Age,0.0928114177218977
Numericvs.Numeric,SRRM4-PSA,0.0918477221792304
Numericvs.Numeric,SRSF6-sst5TMD4exp,0.0900436866091279
Numericvs.Numeric,MAGOH-PSAexp,0.0874094843288598
Numericvs.Numeric,U2AF2-GleasonScore,0.0819137853010303
Numericvs.Numeric,RAVER1-RBM22,0.0794163165951024
Numericvs.Numeric,RBM22-GleasonScore,0.0787190533695117
Numericvs.Numeric,SFPQ-U4ATAC,0.0784985624788584
Numericvs.Numeric,RAVER1-U4ATAC,0.0749823782580513
Numericvs.Numeric,PRPF40A-RAVER1,0.0749769969907811
Numericvs.Numeric,SRRM1-RNU11,0.0742584592277716
Numericvs.Numeric,SRRM1-PCA3exp,0.0731231242554619
Numericvs.Numeric,SF3B1tv1-SRRM1,0.0718840531603952
Numericvs.Numeric,RBM3-SF3B1tv1,0.0708169665210425
Numericvs.Numeric,KHDRSB1-PSA,0.0702992119044896
Numericvs.Numeric,PRPF8-KHDRSB1,0.0695980642206507
Numericvs.Numeric,MAGOH-SRRM4,0.0689503530889349
Numericvs.Numeric,SRSF3-PCA3exp,0.0688834459018344
Numericvs.Numeric,SRSF3-U2AF2,0.0687430378606463
Numericvs.Numeric,SF3B1-snRNP200,0.0663805224530385
Numericvs.Numeric,BMI-PSAexp,0.0642490928772045
Numericvs.Numeric,SFPQ-Age,0.0639370202117791
Numericvs.Numeric,NOVA1-RBM22,0.0631232257381764
Numericvs.Numeric,PRPF8-SRSF6,0.06271383294691
Numericvs.Numeric,SRSF6-snRNP200,0.0625410228014202
Numericvs.Numeric,SRRM4-PRPF8,0.0617315157040453
Numericvs.Numeric,snRNP200-Age,0.0617000813202502
Numericvs.Numeric,RBM22-U2AF2,0.0600920056205473
Numericvs.Numeric,SF3B1tv1-sst5TMD4exp,0.0596726839342188
Numericvs.Numeric,SRRM4-Age,0.0583336111075985
Numericvs.Numeric,SF3B1-In1Ghrelinexp,0.0559909018101006
Numericvs.Numeric,PRPF40A-SF3B1tv1,0.0544542559133399
Numericvs.Numeric,PRPF8-Age,0.0533135332489042
Numericvs.Numeric,RBM3-Arexp,0.0413692670696817
Numericvs.Numeric,PSAexp-PCA3exp,0.0393902990046475
Numericvs.Numeric,SF3B1-RNU12,0.0381923613268257
Numericvs.Numeric,MAGOH-SRSF3,0.037762585107117
Numericvs.Numeric,SRSF6-PSAexp,0.0374046710920472
Numericvs.Numeric,PRPF40A-U2AF2,0.0349716528275909
Numericvs.Numeric,RAVER1-In1Ghrelinexp,0.0344860773321979
Numericvs.Numeric,NOVA1-In1Ghrelinexp,0.0335078860230134
Numericvs.Numeric,SFPQ-Arexp,0.0316294259781436
Numericvs.Numeric,SRRM4-SRRM1,0.0309795932112608
Numericvs.Numeric,NOVA1-Arexp,0.0303912862428018
Numericvs.Numeric,SFPQ-GleasonScore,0.0288293031881258
Numericvs.Numeric,RBM22-Arexp,0.0279269625162191
Numericvs.Numeric,NOVA1-Age,0.0264905214581923
Numericvs.Numeric,NOVA1-PSA,0.026389353792906
Numericvs.Numeric,KHDRSB1-BMI,0.0229742417051237
Numericvs.Numeric,RAVER1-PSA,0.0224526428006866
Numericvs.Numeric,PRPF8-Arexp,0.0188954390965193
Numericvs.Numeric,SFPQ-PSA,0.0179285490163943
Numericvs.Numeric,RBM22-snRNP200,0.0168602580454566
Numericvs.Numeric,SF3B1-sst5TMD4exp,0.0167933345263855
Numericvs.Numeric,RNU11-GleasonScore,0.0162956352413094
Numericvs.Numeric,SF3B1-PCA3exp,0.0148623105457085
Numericvs.Numeric,BMI-sst5TMD4exp,0.0137538948510569
Numericvs.Numeric,MAGOH-SRSF6,0.012727622612154
Numericvs.Numeric,PRPF40A-PSA,0.0122802667078353
Numericvs.Numeric,SRRM1-Arexp,0.011274846556425
Numericvs.Numeric,SRRM1-In1Ghrelinexp,0.0110382541747178
Numericvs.Numeric,MAGOH-Age,0.0105730606133624
Numericvs.Numeric,RNU12-PSAexp,0.00958521156897401
Numericvs.Numeric,MAGOH-KHDRSB1,0.00938821624550317
Numericvs.Numeric,SRRM4-RBM3,0.00891676377114621
Numericvs.Numeric,NOVA1-RNU11,0.00665736384419428
Numericvs.Numeric,SRSF6-Arexp,0.00571568134630969
Numericvs.Numeric,MAGOH-RNU11,0.00454248014849912
Numericvs.Numeric,RNU11-BMI,0.00426882377863477
Numericvs.Numeric,U2AF2-Age,0.00248248814180452
Numericvs.Numeric,RNU11-PSA,-0.000192446621217094
Numericvs.Numeric,RAVER1-RNU12,-0.000866855494734296
Numericvs.Numeric,GleasonScore-In1Ghrelinexp,-0.00426805681382335
Numericvs.Numeric,MAGOH-PCA3exp,-0.00606928978637585
Numericvs.Numeric,PRPF8-In1Ghrelinexp,-0.00638206595404971
Numericvs.Numeric,RAVER1-SRSF3,-0.00700335347739767
Numericvs.Numeric,SRRM4-snRNP200,-0.0072446371123552
Numericvs.Numeric,MAGOH-sst5TMD4exp,-0.0101362001308715
Numericvs.Numeric,SRSF6-GleasonScore,-0.0112385144554165
Numericvs.Numeric,RBM3-RNU12,-0.011623043313136
Numericvs.Numeric,U4ATAC-In1Ghrelinexp,-0.0145446717954467
Numericvs.Numeric,PRPF40A-SFPQ,-0.0155710785078864
Numericvs.Numeric,NOVA1-PCA3exp,-0.0155734767694513
Numericvs.Numeric,SF3B1tv1-snRNP200,-0.0168946112657438
Numericvs.Numeric,MAGOH-PSA,-0.0172933376176788
Numericvs.Numeric,KHDRSB1-SF3B1tv1,-0.0220025944757298
Numericvs.Numeric,Age-PSA,-0.0233375274632853
Numericvs.Numeric,NOVA1-GleasonScore,-0.0237288471685614
Numericvs.Numeric,RBM22-PSA,-0.0256095978987782
Numericvs.Numeric,SRRM4-RAVER1,-0.029489457084241
Numericvs.Numeric,PRPF40A-SRRM1,-0.0309210324566373
Numericvs.Numeric,SF3B1tv1-PSAexp,-0.0310190726638994
Numericvs.Numeric,PSAexp-sst5TMD4exp,-0.0312705614056608
Numericvs.Numeric,SRRM4-RNU12,-0.0329639260697701
Numericvs.Numeric,SRSF3-PSA,-0.0341664969602813
Numericvs.Numeric,BMI-In1Ghrelinexp,-0.0342340088913763
Numericvs.Numeric,SRSF6-BMI,-0.0370677218474709
Numericvs.Numeric,MAGOH-SF3B1,-0.0394683318493597
Numericvs.Numeric,RAVER1-PCA3exp,-0.0406132537613173
Numericvs.Numeric,RBM22-PCA3exp,-0.0414653287282642
Numericvs.Numeric,RNU12-Arexp,-0.0430362045073082
Numericvs.Numeric,SRRM4-SF3B1tv1,-0.0438593015062847
Numericvs.Numeric,SRRM4-SFPQ,-0.0444250624627782
Numericvs.Numeric,RAVER1-Arexp,-0.0454032744499081
Numericvs.Numeric,U4ATAC-Age,-0.046590350825635
Numericvs.Numeric,SRRM1-PSA,-0.0475125472175263
Numericvs.Numeric,SF3B1tv1-Arexp,-0.050684385142661
Numericvs.Numeric,GleasonScore-sst5TMD4exp,-0.0533859149756489
Numericvs.Numeric,MAGOH-SFPQ,-0.0542642268195516
Numericvs.Numeric,NOVA1-SF3B1tv1,-0.0594263653960362
Numericvs.Numeric,MAGOH-U2AF2,-0.059829821763867
Numericvs.Numeric,RBM3-PCA3exp,-0.0598761446258438
Numericvs.Numeric,SRRM1-GleasonScore,-0.0601318322480501
Numericvs.Numeric,SRRM4-BMI,-0.0603079608031176
Numericvs.Numeric,BMI-PCA3exp,-0.0626127447221349
Numericvs.Numeric,MAGOH-RAVER1,-0.0647255530849153
Numericvs.Numeric,RBM22-Age,-0.0670018992764181
Numericvs.Numeric,GleasonScore-Arexp,-0.0704714656208486
Numericvs.Numeric,PSA-sst5TMD4exp,-0.0708494518092
Numericvs.Numeric,SFPQ-SF3B1tv1,-0.0738434017371897
Numericvs.Numeric,SFPQ-SF3B1,-0.0814982369910868
Numericvs.Numeric,PRPF40A-Age,-0.0824644938958244
Numericvs.Numeric,SRRM4-SRSF6,-0.091243092558461
Numericvs.Numeric,SF3B1tv1-PSA,-0.0922337247344775
Numericvs.Numeric,SFPQ-RAVER1,-0.0934806187744655
Numericvs.Numeric,SFPQ-SRRM1,-0.0939254118901817
Numericvs.Numeric,PRPF8-SF3B1,-0.0956865358197448
Numericvs.Numeric,RBM22-PSAexp,-0.0961610406539261
Numericvs.Numeric,SRSF3-GleasonScore,-0.0987604667327365
Numericvs.Numeric,SF3B1-PSA,-0.0996041158754609
Numericvs.Numeric,PRPF8-RAVER1,-0.0996426813020891
Numericvs.Numeric,RAVER1-snRNP200,-0.0997131517523676
Numericvs.Numeric,RNU12-BMI,-0.101025200741752
Numericvs.Numeric,snRNP200-In1Ghrelinexp,-0.101139624722888
Numericvs.Numeric,RNU12-GleasonScore,-0.103556430282139
Numericvs.Numeric,SFPQ-PCA3exp,-0.104145679515979
Numericvs.Numeric,PRPF8-PSA,-0.104475000905374
Numericvs.Numeric,PRPF40A-snRNP200,-0.105984361126454
Numericvs.Numeric,SF3B1tv1-GleasonScore,-0.10727650733201
Numericvs.Numeric,U2AF2-PSAexp,-0.107454507775137
Numericvs.Numeric,RNU11-In1Ghrelinexp,-0.10886373001895
Numericvs.Numeric,SF3B1-GleasonScore,-0.108930237255526
Numericvs.Numeric,PCA3exp-Arexp,-0.109041715230125
Numericvs.Numeric,U2AF2-In1Ghrelinexp,-0.109448050939639
Numericvs.Numeric,PSA-Arexp,-0.110859588501008
Numericvs.Numeric,RAVER1-PSAexp,-0.113833633127548
Numericvs.Numeric,sst5TMD4exp-Arexp,-0.115827869165269
Numericvs.Numeric,PSA-PCA3exp,-0.117435681112929
Numericvs.Numeric,MAGOH-SF3B1tv1,-0.123276258042948
Numericvs.Numeric,RBM3-Age,-0.124962483512235
Numericvs.Numeric,BMI-PSA,-0.125116728232467
Numericvs.Numeric,SRSF6-In1Ghrelinexp,-0.125279119809558
Numericvs.Numeric,sst5TMD4exp-In1Ghrelinexp,-0.125980435276309
Numericvs.Numeric,SRSF6-RNU11,-0.126565359232104
Numericvs.Numeric,U4ATAC-BMI,-0.127264802437609
Numericvs.Numeric,SRRM4-U4ATAC,-0.127469773937076
Numericvs.Numeric,SRRM4-PCA3exp,-0.128698378072306
Numericvs.Numeric,SRSF6-U4ATAC,-0.129295716656401
Numericvs.Numeric,MAGOH-SRRM1,-0.129671341523809
Numericvs.Numeric,SFPQ-RNU12,-0.12979983186284
Numericvs.Numeric,SFPQ-snRNP200,-0.140487189312328
Numericvs.Numeric,PRPF40A-SRSF6,-0.141891891085555
Numericvs.Numeric,U2AF2-U4ATAC,-0.145286303943232
Numericvs.Numeric,RBM22-In1Ghrelinexp,-0.151260750638135
Numericvs.Numeric,PRPF40A-Arexp,-0.153139611144825
Numericvs.Numeric,RBM22-RNU12,-0.160808110893075
Numericvs.Numeric,NOVA1-SRSF6,-0.164887677930212
Numericvs.Numeric,snRNP200-Arexp,-0.164992027055235
Numericvs.Numeric,SRSF6-Age,-0.168031525332011
Numericvs.Numeric,SRSF6-RNU12,-0.169019464701562
Numericvs.Numeric,GleasonScore-PSAexp,-0.170012098954677
Numericvs.Numeric,RAVER1-Age,-0.171686207733562
Numericvs.Numeric,SFPQ-sst5TMD4exp,-0.17309393574696
Numericvs.Numeric,PCA3exp-In1Ghrelinexp,-0.17717513035017
Numericvs.Numeric,SFPQ-SRSF3,-0.179694936568981
Numericvs.Numeric,RBM3-SRSF6,-0.181343613770087
Numericvs.Numeric,MAGOH-BMI,-0.182299741319001
Numericvs.Numeric,snRNP200-BMI,-0.18258468696386
Numericvs.Numeric,SF3B1-Arexp,-0.183036958769518
Numericvs.Numeric,SFPQ-RNU11,-0.183935550047917
Numericvs.Numeric,RAVER1-RBM3,-0.188365408982474
Numericvs.Numeric,U2AF2-BMI,-0.1899080099835
Numericvs.Numeric,PSA-PSAexp,-0.195508024876282
Numericvs.Numeric,PRPF40A-PSAexp,-0.201463370815331
Numericvs.Numeric,RAVER1-SF3B1,-0.20212386659253
Numericvs.Numeric,KHDRSB1-Arexp,-0.204651617005406
Numericvs.Numeric,RNU11-Arexp,-0.2078577656848
Numericvs.Numeric,SFPQ-RBM3,-0.208587610289382
Numericvs.Numeric,U2AF2-Arexp,-0.210131345575304
Numericvs.Numeric,SFPQ-KHDRSB1,-0.210532579497866
Numericvs.Numeric,PRPF40A-RBM22,-0.213259344195585
Numericvs.Numeric,RAVER1-RNU11,-0.213437265220095
Numericvs.Numeric,U4ATAC-PSA,-0.21905796171341
Numericvs.Numeric,SF3B1-U2AF2,-0.222655059264214
Numericvs.Numeric,RAVER1-SF3B1tv1,-0.225137954993311
Numericvs.Numeric,PRPF40A-sst5TMD4exp,-0.236603028282965
Numericvs.Numeric,MAGOH-Arexp,-0.237959051236876
Numericvs.Numeric,MAGOH-RBM22,-0.238478277216186
Numericvs.Numeric,SRSF3-Arexp,-0.240920589958009
Numericvs.Numeric,KHDRSB1-SRSF6,-0.24430359220656
Numericvs.Numeric,NOVA1-SFPQ,-0.259160690855626
Numericvs.Numeric,SRRM4-Arexp,-0.26764194657427
Numericvs.Numeric,SF3B1tv1-In1Ghrelinexp,-0.268510438892183
Numericvs.Numeric,SF3B1tv1-SRSF6,-0.268652975973334
Numericvs.Numeric,SF3B1tv1-RNU12,-0.268771986353273
Numericvs.Numeric,PRPF8-U4ATAC,-0.273364323568763
Numericvs.Numeric,BMI-Age,-0.283191405741302
Numericvs.Numeric,NOVA1-U4ATAC,-0.286464201321819
Numericvs.Numeric,SRRM4-PSAexp,-0.307068800206551
Numericvs.Numeric,U4ATAC-Arexp,-0.310545850281002
Numericvs.Numeric,PRPF8-SFPQ,-0.316174349329769
Numericvs.Numeric,PRPF40A-RNU11,-0.331417157762173
Numericvs.Numeric,SFPQ-U2AF2,-0.335310497150782
Numericvs.Numeric,Age-GleasonScore,-0.339923266778589
Numericvs.Numeric,GleasonScore-PCA3exp,-0.344038753299536
Numericvs.Numeric,RNU12-U4ATAC,-0.349571115430771
Numericvs.Numeric,RBM22-SRSF6,-0.351938695430601
Numericvs.Numeric,SF3B1tv1-U2AF2,-0.353045049072885
Numericvs.Numeric,PRPF40A-PCA3exp,-0.380487329541555
Numericvs.Numeric,SRSF3-SRSF6,-0.398668607275358
Numericvs.Numeric,SRRM1-SRSF6,-0.427167929163615
Numericvs.Numeric,SFPQ-BMI,-0.43001997179137
Numericvs.Numeric,PRPF40A-U4ATAC,-0.445400428046526
Numericvs.Numeric,SFPQ-RBM22,-0.453729214454215
Numericvs.Numeric,SF3B1-SRSF6,-0.54713878617928
Numericvs.Factor,Hbpressure-GleasonScore,0.303571428571429
Numericvs.Factor,Dyslipidemia-PSAexp,0.213811886025674
Numericvs.Factor,RNU12-ProstExt,0.159533034987557
Numericvs.Factor,PRPF8-Dyslipidemia,0.142661819931109
Numericvs.Factor,NOVA1-Hbpressure,0.136018065552243
Numericvs.Factor,ProstExt-In1Ghrelinexp,0.131727428178287
Numericvs.Factor,RBM22-ProstExt,0.122456936537298
Numericvs.Factor,KHDRSB1-Dyslipidemia,0.10462308539718
Numericvs.Factor,Dyslipidemia-Age,0.0892732660479017
Numericvs.Factor,SFPQ-ProstExt,0.0858447821677662
Numericvs.Factor,NOVA1-Dyslipidemia,0.0857662324742046
Numericvs.Factor,PRPF40A-Hbpressure,0.0783429940214474
Numericvs.Factor,RBM3-Dyslipidemia,0.0782623166089954
Numericvs.Factor,SRRM4-ProstExt,0.0738296687618812
Numericvs.Factor,snRNP200-Dyslipidemia,0.0717825419401445
Numericvs.Factor,PSA-ProstExt,0.068882487625657
Numericvs.Factor,U4ATAC-Diabetes,0.0673516534248718
Numericvs.Factor,SRRM4-Hbpressure,0.0646780601862575
Numericvs.Factor,KHDRSB1-Hbpressure,0.0633836265203475
Numericvs.Factor,RNU11-Dyslipidemia,0.0595515227520552
Numericvs.Factor,BMI-Dyslipidemia,0.0583032957977865
Numericvs.Factor,Hbpressure-PCA3exp,0.0579317467702191
Numericvs.Factor,PRPF40A-PerineuralInv,0.0574315939322532
Numericvs.Factor,RNU11-ProstExt,0.0562318503580854
Numericvs.Factor,Diabetes-GleasonScore,0.0555144945388847
Numericvs.Factor,Dyslipidemia-GleasonScore,0.0555144945388845
Numericvs.Factor,MAGOH-Dyslipidemia,0.0552742805853389
Numericvs.Factor,GleasonScore-PerineuralInv,0.0506473953628425
Numericvs.Factor,SRSF3-Diabetes,0.0479913502320618
